"ï»¿""Plot Title: 10767838""",,,,,,,,
#,"Date Time, GMT-06:00","Temp, Â°F (LGR S/N: 10767838, SEN S/N: 10767838)",,Coupler Detached (LGR S/N: 10767838),Coupler Attached (LGR S/N: 10767838),Host Connected (LGR S/N: 10767838),Stopped (LGR S/N: 10767838),End Of File (LGR S/N: 10767838)
552,8/25/15 18:10,41.37,5.21,,,,,
553,8/25/15 19:10,40.76,4.87,,,,,
554,8/25/15 20:10,39.88,4.38,,,,,
555,8/25/15 21:10,39.17,3.99,,,,,
556,8/25/15 22:10,39.03,3.91,,,,,
557,8/25/15 23:10,39.03,3.91,,,,,
558,8/26/15 0:10,38.98,3.88,,,,,
559,8/26/15 1:10,38.94,3.85,,,,,
560,8/26/15 2:10,38.94,3.85,,,,,
561,8/26/15 3:10,39.31,4.06,,,,,
562,8/26/15 4:10,39.22,4.01,,,,,
563,8/26/15 5:10,39.17,3.99,,,,,
564,8/26/15 6:10,39.03,3.91,,,,,
565,8/26/15 7:10,38.98,3.88,,,,,
566,8/26/15 8:10,39.92,4.40,,,,,
567,8/26/15 9:10,40.91,4.95,,,,,
568,8/26/15 10:10,41.18,5.10,,,,,
569,8/26/15 11:10,41.18,5.10,,,,,
570,8/26/15 12:10,41.37,5.21,,,,,
571,8/26/15 13:10,41.55,5.31,,,,,
572,8/26/15 14:10,41.37,5.21,,,,,
573,8/26/15 15:10,41.14,5.08,,,,,
574,8/26/15 16:10,40.58,4.77,,,,,
575,8/26/15 17:10,39.41,4.12,,,,,
576,8/26/15 18:10,39.27,4.04,,,,,
577,8/26/15 19:10,39.12,3.96,,,,,
578,8/26/15 20:10,38.56,3.64,,,,,
579,8/26/15 21:10,37.89,3.27,,,,,
580,8/26/15 22:10,37.61,3.12,,,,,
581,8/26/15 23:10,37.61,3.12,,,,,
582,8/27/15 0:10,37.37,2.98,,,,,
583,8/27/15 1:10,37.27,2.93,,,,,
584,8/27/15 2:10,37.18,2.88,,,,,
585,8/27/15 3:10,37.13,2.85,,,,,
586,8/27/15 4:10,37.08,2.82,,,,,
587,8/27/15 5:10,37.13,2.85,,,,,
588,8/27/15 6:10,37.27,2.93,,,,,
589,8/27/15 7:10,37.32,2.96,,,,,
590,8/27/15 8:10,38.27,3.49,,,,,
591,8/27/15 9:10,40.91,4.95,,,,,
592,8/27/15 10:10,43.95,6.64,,,,,
593,8/27/15 11:10,45.58,7.54,,,,,
594,8/27/15 12:10,46.66,8.15,,,,,
595,8/27/15 13:10,46.48,8.05,,,,,
596,8/27/15 14:10,46.21,7.90,,,,,
597,8/27/15 15:10,45.76,7.65,,,,,
598,8/27/15 16:10,45.22,7.34,,,,,
599,8/27/15 17:10,43.44,6.36,,,,,
600,8/27/15 18:10,41.97,5.54,,,,,
601,8/27/15 19:10,41.55,5.31,,,,,
602,8/27/15 20:10,40.02,4.45,,,,,
603,8/27/15 21:10,38.89,3.83,,,,,
604,8/27/15 22:10,38.27,3.49,,,,,
605,8/27/15 23:10,37.89,3.27,,,,,
606,8/28/15 0:10,37.70,3.17,,,,,
607,8/28/15 1:10,37.42,3.01,,,,,
608,8/28/15 2:10,37.23,2.90,,,,,
609,8/28/15 3:10,37.04,2.80,,,,,
610,8/28/15 4:10,36.94,2.74,,,,,
611,8/28/15 5:10,36.75,2.64,,,,,
612,8/28/15 6:10,36.60,2.56,,,,,
613,8/28/15 7:10,36.51,2.50,,,,,
614,8/28/15 8:10,37.47,3.04,,,,,
615,8/28/15 9:10,40.30,4.61,,,,,
616,8/28/15 10:10,43.85,6.59,,,,,
617,8/28/15 11:10,46.44,8.02,,,,,
618,8/28/15 12:10,47.56,8.64,,,,,
619,8/28/15 13:10,47.38,8.54,,,,,
620,8/28/15 14:10,46.75,8.20,,,,,
621,8/28/15 15:10,45.85,7.70,,,,,
622,8/28/15 16:10,44.63,7.02,,,,,
623,8/28/15 17:10,43.03,6.13,,,,,
624,8/28/15 18:10,41.18,5.10,,,,,
625,8/28/15 19:10,40.16,4.53,,,,,
626,8/28/15 20:10,39.41,4.12,,,,,
627,8/28/15 21:10,38.94,3.85,,,,,
628,8/28/15 22:10,38.46,3.59,,,,,
629,8/28/15 23:10,38.42,3.56,,,,,
630,8/29/15 0:10,38.84,3.80,,,,,
631,8/29/15 1:10,38.80,3.78,,,,,
632,8/29/15 2:10,38.51,3.62,,,,,
633,8/29/15 3:10,38.27,3.49,,,,,
634,8/29/15 4:10,37.99,3.33,,,,,
635,8/29/15 5:10,37.89,3.27,,,,,
636,8/29/15 6:10,37.75,3.20,,,,,
637,8/29/15 7:10,37.94,3.30,,,,,
638,8/29/15 8:10,39.22,4.01,,,,,
639,8/29/15 9:10,41.18,5.10,,,,,
640,8/29/15 10:10,43.40,6.33,,,,,
641,8/29/15 11:10,42.98,6.10,,,,,
642,8/29/15 12:10,44.22,6.79,,,,,
643,8/29/15 13:10,44.90,7.17,,,,,
644,8/29/15 14:10,44.49,6.94,,,,,
645,8/29/15 15:10,43.49,6.38,,,,,
646,8/29/15 16:10,43.40,6.33,,,,,
647,8/29/15 17:10,43.62,6.46,,,,,
648,8/29/15 18:10,42.02,5.57,,,,,
649,8/29/15 19:10,41.09,5.05,,,,,
650,8/29/15 20:10,40.30,4.61,,,,,
651,8/29/15 21:10,40.20,4.56,,,,,
652,8/29/15 22:10,40.49,4.71,,,,,
653,8/29/15 23:10,40.44,4.69,,,,,
654,8/30/15 0:10,40.16,4.53,,,,,
655,8/30/15 1:10,40.53,4.74,,,,,
656,8/30/15 2:10,39.08,3.93,,,,,
657,8/30/15 3:10,38.94,3.85,,,,,
658,8/30/15 4:10,39.41,4.12,,,,,
659,8/30/15 5:10,39.17,3.99,,,,,
660,8/30/15 6:10,39.17,3.99,,,,,
661,8/30/15 7:10,39.22,4.01,,,,,
662,8/30/15 8:10,39.12,3.96,,,,,
663,8/30/15 9:10,40.39,4.66,,,,,
664,8/30/15 10:10,43.35,6.31,,,,,
665,8/30/15 11:10,45.44,7.47,,,,,
666,8/30/15 12:10,46.35,7.97,,,,,
667,8/30/15 13:10,45.40,7.44,,,,,
668,8/30/15 14:10,44.31,6.84,,,,,
669,8/30/15 15:10,42.62,5.90,,,,,
670,8/30/15 16:10,42.29,5.72,,,,,
671,8/30/15 17:10,41.04,5.02,,,,,
672,8/30/15 18:10,39.88,4.38,,,,,
673,8/30/15 19:10,38.94,3.85,,,,,
674,8/30/15 20:10,38.13,3.41,,,,,
675,8/30/15 21:10,37.80,3.22,,,,,
676,8/30/15 22:10,37.23,2.90,,,,,
677,8/30/15 23:10,36.17,2.32,,,,,
678,8/31/15 0:10,35.49,1.94,,,,,
679,8/31/15 1:10,35.06,1.70,,,,,
680,8/31/15 2:10,34.71,1.51,,,,,
681,8/31/15 3:10,34.42,1.34,,,,,
682,8/31/15 4:10,34.37,1.32,,,,,
683,8/31/15 5:10,34.42,1.34,,,,,
684,8/31/15 6:10,34.37,1.32,,,,,
685,8/31/15 7:10,34.27,1.26,,,,,
686,8/31/15 8:10,35.20,1.78,,,,,
687,8/31/15 9:10,37.80,3.22,,,,,
688,8/31/15 10:10,41.18,5.10,,,,,
689,8/31/15 11:10,44.36,6.86,,,,,
690,8/31/15 12:10,46.39,8.00,,,,,
691,8/31/15 13:10,46.80,8.22,,,,,
692,8/31/15 14:10,46.53,8.07,,,,,
693,8/31/15 15:10,45.71,7.62,,,,,
694,8/31/15 16:10,44.45,6.91,,,,,
695,8/31/15 17:10,42.71,5.95,,,,,
696,8/31/15 18:10,40.44,4.69,,,,,
697,8/31/15 19:10,38.84,3.80,,,,,
698,8/31/15 20:10,37.99,3.33,,,,,
699,8/31/15 21:10,37.32,2.96,,,,,
700,8/31/15 22:10,37.04,2.80,,,,,
701,8/31/15 23:10,36.99,2.77,,,,,
702,9/1/15 0:10,36.94,2.74,,,,,
703,9/1/15 1:10,36.99,2.77,,,,,
704,9/1/15 2:10,36.94,2.74,,,,,
705,9/1/15 3:10,36.75,2.64,,,,,
706,9/1/15 4:10,36.60,2.56,,,,,
707,9/1/15 5:10,36.55,2.53,,,,,
708,9/1/15 6:10,36.51,2.50,,,,,
709,9/1/15 7:10,36.60,2.56,,,,,
710,9/1/15 8:10,37.56,3.09,,,,,
711,9/1/15 9:10,40.44,4.69,,,,,
712,9/1/15 10:10,43.72,6.51,,,,,
713,9/1/15 11:10,46.57,8.10,,,,,
714,9/1/15 12:10,47.78,8.77,,,,,
715,9/1/15 13:10,48.27,9.04,,,,,
716,9/1/15 14:10,47.78,8.77,,,,,
717,9/1/15 15:10,46.66,8.15,,,,,
718,9/1/15 16:10,45.08,7.27,,,,,
719,9/1/15 17:10,42.62,5.90,,,,,
720,9/1/15 18:10,40.81,4.90,,,,,
721,9/1/15 19:10,39.97,4.43,,,,,
722,9/1/15 20:10,39.03,3.91,,,,,
723,9/1/15 21:10,38.61,3.67,,,,,
724,9/1/15 22:10,38.46,3.59,,,,,
725,9/1/15 23:10,38.37,3.54,,,,,
726,9/2/15 0:10,38.18,3.43,,,,,
727,9/2/15 1:10,38.37,3.54,,,,,
728,9/2/15 2:10,38.65,3.70,,,,,
729,9/2/15 3:10,38.89,3.83,,,,,
730,9/2/15 4:10,38.84,3.80,,,,,
731,9/2/15 5:10,38.65,3.70,,,,,
732,9/2/15 6:10,38.56,3.64,,,,,
733,9/2/15 7:10,38.46,3.59,,,,,
734,9/2/15 8:10,39.36,4.09,,,,,
735,9/2/15 9:10,41.46,5.26,,,,,
736,9/2/15 10:10,43.81,6.56,,,,,
737,9/2/15 11:10,45.99,7.77,,,,,
738,9/2/15 12:10,46.44,8.02,,,,,
739,9/2/15 13:10,47.29,8.49,,,,,
740,9/2/15 14:10,45.53,7.52,,,,,
741,9/2/15 15:10,43.17,6.20,,,,,
742,9/2/15 16:10,42.48,5.82,,,,,
743,9/2/15 17:10,42.66,5.92,,,,,
744,9/2/15 18:10,41.28,5.15,,,,,
745,9/2/15 19:10,40.11,4.51,,,,,
746,9/2/15 20:10,39.45,4.14,,,,,
747,9/2/15 21:10,38.84,3.80,,,,,
748,9/2/15 22:10,38.37,3.54,,,,,
749,9/2/15 23:10,38.27,3.49,,,,,
750,9/3/15 0:10,38.23,3.46,,,,,
751,9/3/15 1:10,38.18,3.43,,,,,
752,9/3/15 2:10,38.37,3.54,,,,,
753,9/3/15 3:10,38.51,3.62,,,,,
754,9/3/15 4:10,38.84,3.80,,,,,
755,9/3/15 5:10,38.80,3.78,,,,,
756,9/3/15 6:10,38.23,3.46,,,,,
757,9/3/15 7:10,38.08,3.38,,,,,
758,9/3/15 8:10,38.08,3.38,,,,,
759,9/3/15 9:10,39.27,4.04,,,,,
760,9/3/15 10:10,40.86,4.92,,,,,
761,9/3/15 11:10,42.43,5.80,,,,,
762,9/3/15 12:10,44.04,6.69,,,,,
763,9/3/15 13:10,43.67,6.48,,,,,
764,9/3/15 14:10,43.85,6.59,,,,,
765,9/3/15 15:10,43.67,6.48,,,,,
766,9/3/15 16:10,42.71,5.95,,,,,
767,9/3/15 17:10,41.14,5.08,,,,,
768,9/3/15 18:10,40.53,4.74,,,,,
769,9/3/15 19:10,39.78,4.32,,,,,
770,9/3/15 20:10,38.75,3.75,,,,,
771,9/3/15 21:10,38.94,3.85,,,,,
772,9/3/15 22:10,39.12,3.96,,,,,
773,9/3/15 23:10,39.12,3.96,,,,,
774,9/4/15 0:10,38.84,3.80,,,,,
775,9/4/15 1:10,38.42,3.56,,,,,
776,9/4/15 2:10,38.08,3.38,,,,,
777,9/4/15 3:10,37.94,3.30,,,,,
778,9/4/15 4:10,37.66,3.14,,,,,
779,9/4/15 5:10,37.47,3.04,,,,,
780,9/4/15 6:10,37.13,2.85,,,,,
781,9/4/15 7:10,36.84,2.69,,,,,
782,9/4/15 8:10,37.27,2.93,,,,,
783,9/4/15 9:10,38.37,3.54,,,,,
784,9/4/15 10:10,42.39,5.77,,,,,
785,9/4/15 11:10,46.12,7.85,,,,,
786,9/4/15 12:10,44.99,7.22,,,,,
787,9/4/15 13:10,43.85,6.59,,,,,
788,9/4/15 14:10,43.31,6.28,,,,,
789,9/4/15 15:10,44.31,6.84,,,,,
790,9/4/15 16:10,43.99,6.66,,,,,
791,9/4/15 17:10,42.66,5.92,,,,,
792,9/4/15 18:10,41.04,5.02,,,,,
793,9/4/15 19:10,40.20,4.56,,,,,
794,9/4/15 20:10,39.60,4.22,,,,,
795,9/4/15 21:10,38.98,3.88,,,,,
796,9/4/15 22:10,38.65,3.70,,,,,
797,9/4/15 23:10,38.65,3.70,,,,,
798,9/5/15 0:10,38.46,3.59,,,,,
799,9/5/15 1:10,38.46,3.59,,,,,
800,9/5/15 2:10,38.18,3.43,,,,,
801,9/5/15 3:10,37.70,3.17,,,,,
802,9/5/15 4:10,37.42,3.01,,,,,
803,9/5/15 5:10,37.23,2.90,,,,,
804,9/5/15 6:10,37.13,2.85,,,,,
805,9/5/15 7:10,37.23,2.90,,,,,
806,9/5/15 8:10,37.08,2.82,,,,,
807,9/5/15 9:10,37.85,3.25,,,,,
808,9/5/15 10:10,38.23,3.46,,,,,
809,9/5/15 11:10,37.89,3.27,,,,,
810,9/5/15 12:10,40.25,4.58,,,,,
811,9/5/15 13:10,42.11,5.62,,,,,
812,9/5/15 14:10,43.90,6.61,,,,,
813,9/5/15 15:10,43.21,6.23,,,,,
814,9/5/15 16:10,40.67,4.82,,,,,
815,9/5/15 17:10,39.12,3.96,,,,,
816,9/5/15 18:10,37.47,3.04,,,,,
817,9/5/15 19:10,35.83,2.13,,,,,
818,9/5/15 20:10,34.62,1.45,,,,,
819,9/5/15 21:10,33.63,0.91,,,,,
820,9/5/15 22:10,32.74,0.41,,,,,
821,9/5/15 23:10,32.14,0.08,,,,,
822,9/6/15 0:10,31.99,0.00,,,,,
823,9/6/15 1:10,31.99,0.00,,,,,
824,9/6/15 2:10,31.99,0.00,,,,,
825,9/6/15 3:10,31.99,0.00,,,,,
826,9/6/15 4:10,31.99,0.00,,,,,
827,9/6/15 5:10,31.99,0.00,,,,,
828,9/6/15 6:10,31.99,0.00,,,,,
829,9/6/15 7:10,31.99,0.00,,,,,
830,9/6/15 8:10,31.99,0.00,,,,,
831,9/6/15 9:10,31.99,0.00,,,,,
832,9/6/15 10:10,35.40,1.89,,,,,
833,9/6/15 11:10,38.98,3.88,,,,,
834,9/6/15 12:10,41.83,5.46,,,,,
835,9/6/15 13:10,44.13,6.74,,,,,
836,9/6/15 14:10,44.31,6.84,,,,,
837,9/6/15 15:10,43.58,6.43,,,,,
838,9/6/15 16:10,41.55,5.31,,,,,
839,9/6/15 17:10,40.20,4.56,,,,,
840,9/6/15 18:10,38.80,3.78,,,,,
841,9/6/15 19:10,37.13,2.85,,,,,
842,9/6/15 20:10,35.98,2.21,,,,,
843,9/6/15 21:10,35.01,1.67,,,,,
844,9/6/15 22:10,34.42,1.34,,,,,
845,9/6/15 23:10,33.73,0.96,,,,,
846,9/7/15 0:10,33.29,0.72,,,,,
847,9/7/15 1:10,32.94,0.52,,,,,
848,9/7/15 2:10,32.94,0.52,,,,,
849,9/7/15 3:10,32.69,0.38,,,,,
850,9/7/15 4:10,32.74,0.41,,,,,
851,9/7/15 5:10,32.64,0.36,,,,,
852,9/7/15 6:10,32.19,0.11,,,,,
853,9/7/15 7:10,31.99,0.00,,,,,
854,9/7/15 8:10,32.09,0.05,,,,,
855,9/7/15 9:10,35.64,2.02,,,,,
856,9/7/15 10:10,39.55,4.19,,,,,
857,9/7/15 11:10,43.35,6.31,,,,,
858,9/7/15 12:10,46.35,7.97,,,,,
859,9/7/15 13:10,47.96,8.87,,,,,
860,9/7/15 14:10,48.45,9.14,,,,,
861,9/7/15 15:10,47.47,8.59,,,,,
862,9/7/15 16:10,45.85,7.70,,,,,
863,9/7/15 17:10,43.76,6.54,,,,,
864,9/7/15 18:10,41.09,5.05,,,,,
865,9/7/15 19:10,39.08,3.93,,,,,
866,9/7/15 20:10,37.61,3.12,,,,,
867,9/7/15 21:10,36.36,2.42,,,,,
868,9/7/15 22:10,35.44,1.91,,,,,
869,9/7/15 23:10,34.81,1.56,,,,,
870,9/8/15 0:10,34.42,1.34,,,,,
871,9/8/15 1:10,34.12,1.18,,,,,
872,9/8/15 2:10,33.88,1.04,,,,,
873,9/8/15 3:10,33.63,0.91,,,,,
874,9/8/15 4:10,33.39,0.77,,,,,
875,9/8/15 5:10,33.19,0.66,,,,,
876,9/8/15 6:10,32.99,0.55,,,,,
877,9/8/15 7:10,32.84,0.47,,,,,
878,9/8/15 8:10,33.68,0.93,,,,,
879,9/8/15 9:10,37.04,2.80,,,,,
880,9/8/15 10:10,40.76,4.87,,,,,
881,9/8/15 11:10,44.54,6.97,,,,,
882,9/8/15 12:10,46.66,8.15,,,,,
883,9/8/15 13:10,47.96,8.87,,,,,
884,9/8/15 14:10,47.91,8.84,,,,,
885,9/8/15 15:10,47.06,8.37,,,,,
886,9/8/15 16:10,44.58,6.99,,,,,
887,9/8/15 17:10,43.53,6.41,,,,,
888,9/8/15 18:10,40.95,4.97,,,,,
889,9/8/15 19:10,39.17,3.99,,,,,
890,9/8/15 20:10,37.94,3.30,,,,,
891,9/8/15 21:10,37.08,2.82,,,,,
892,9/8/15 22:10,36.46,2.48,,,,,
893,9/8/15 23:10,35.98,2.21,,,,,
894,9/9/15 0:10,35.64,2.02,,,,,
895,9/9/15 1:10,35.15,1.75,,,,,
896,9/9/15 2:10,34.86,1.59,,,,,
897,9/9/15 3:10,34.71,1.51,,,,,
898,9/9/15 4:10,34.62,1.45,,,,,
899,9/9/15 5:10,34.42,1.34,,,,,
900,9/9/15 6:10,34.27,1.26,,,,,
901,9/9/15 7:10,34.22,1.24,,,,,
902,9/9/15 8:10,34.96,1.64,,,,,
903,9/9/15 9:10,38.37,3.54,,,,,
904,9/9/15 10:10,42.43,5.80,,,,,
905,9/9/15 11:10,45.13,7.29,,,,,
906,9/9/15 12:10,47.83,8.79,,,,,
907,9/9/15 13:10,48.54,9.19,,,,,
908,9/9/15 14:10,47.87,8.82,,,,,
909,9/9/15 15:10,46.97,8.32,,,,,
910,9/9/15 16:10,45.67,7.59,,,,,
911,9/9/15 17:10,43.99,6.66,,,,,
912,9/9/15 18:10,41.65,5.36,,,,,
913,9/9/15 19:10,40.11,4.51,,,,,
914,9/9/15 20:10,39.08,3.93,,,,,
915,9/9/15 21:10,38.27,3.49,,,,,
916,9/9/15 22:10,37.85,3.25,,,,,
917,9/9/15 23:10,37.51,3.06,,,,,
918,9/10/15 0:10,37.23,2.90,,,,,
919,9/10/15 1:10,36.99,2.77,,,,,
920,9/10/15 2:10,36.75,2.64,,,,,
921,9/10/15 3:10,36.51,2.50,,,,,
922,9/10/15 4:10,36.31,2.40,,,,,
923,9/10/15 5:10,36.17,2.32,,,,,
924,9/10/15 6:10,35.98,2.21,,,,,
925,9/10/15 7:10,35.83,2.13,,,,,
926,9/10/15 8:10,36.22,2.34,,,,,
927,9/10/15 9:10,39.36,4.09,,,,,
928,9/10/15 10:10,43.35,6.31,,,,,
929,9/10/15 11:10,46.39,8.00,,,,,
930,9/10/15 12:10,48.27,9.04,,,,,
931,9/10/15 13:10,48.41,9.11,,,,,
932,9/10/15 14:10,47.60,8.67,,,,,
933,9/10/15 15:10,46.53,8.07,,,,,
934,9/10/15 16:10,45.13,7.29,,,,,
935,9/10/15 17:10,43.58,6.43,,,,,
936,9/10/15 18:10,41.55,5.31,,,,,
937,9/10/15 19:10,40.25,4.58,,,,,
938,9/10/15 20:10,39.45,4.14,,,,,
939,9/10/15 21:10,38.84,3.80,,,,,
940,9/10/15 22:10,38.46,3.59,,,,,
941,9/10/15 23:10,38.08,3.38,,,,,
942,9/11/15 0:10,37.80,3.22,,,,,
943,9/11/15 1:10,37.51,3.06,,,,,
944,9/11/15 2:10,37.23,2.90,,,,,
945,9/11/15 3:10,36.99,2.77,,,,,
946,9/11/15 4:10,36.84,2.69,,,,,
947,9/11/15 5:10,36.65,2.58,,,,,
948,9/11/15 6:10,36.51,2.50,,,,,
949,9/11/15 7:10,36.41,2.45,,,,,
950,9/11/15 8:10,37.32,2.96,,,,,
951,9/11/15 9:10,40.44,4.69,,,,,
952,9/11/15 10:10,44.36,6.86,,,,,
953,9/11/15 11:10,47.24,8.47,,,,,
954,9/11/15 12:10,48.58,9.21,,,,,
955,9/11/15 13:10,48.41,9.11,,,,,
956,9/11/15 14:10,47.33,8.52,,,,,
957,9/11/15 15:10,46.08,7.82,,,,,
958,9/11/15 16:10,44.67,7.04,,,,,
959,9/11/15 17:10,43.12,6.18,,,,,
960,9/11/15 18:10,41.23,5.13,,,,,
961,9/11/15 19:10,39.88,4.38,,,,,
962,9/11/15 20:10,39.08,3.93,,,,,
963,9/11/15 21:10,38.65,3.70,,,,,
964,9/11/15 22:10,38.42,3.56,,,,,
965,9/11/15 23:10,38.32,3.51,,,,,
966,9/12/15 0:10,38.18,3.43,,,,,
967,9/12/15 1:10,38.04,3.35,,,,,
968,9/12/15 2:10,37.94,3.30,,,,,
969,9/12/15 3:10,37.75,3.20,,,,,
970,9/12/15 4:10,37.61,3.12,,,,,
971,9/12/15 5:10,37.37,2.98,,,,,
972,9/12/15 6:10,37.04,2.80,,,,,
973,9/12/15 7:10,36.89,2.72,,,,,
974,9/12/15 8:10,37.80,3.22,,,,,
975,9/12/15 9:10,40.86,4.92,,,,,
976,9/12/15 10:10,44.63,7.02,,,,,
977,9/12/15 11:10,47.29,8.49,,,,,
978,9/12/15 12:10,48.45,9.14,,,,,
979,9/12/15 13:10,48.00,8.89,,,,,
980,9/12/15 14:10,47.11,8.39,,,,,
981,9/12/15 15:10,45.81,7.67,,,,,
982,9/12/15 16:10,44.40,6.89,,,,,
983,9/12/15 17:10,42.71,5.95,,,,,
984,9/12/15 18:10,40.91,4.95,,,,,
985,9/12/15 19:10,39.60,4.22,,,,,
986,9/12/15 20:10,38.89,3.83,,,,,
987,9/12/15 21:10,38.46,3.59,,,,,
988,9/12/15 22:10,38.18,3.43,,,,,
989,9/12/15 23:10,37.99,3.33,,,,,
990,9/13/15 0:10,37.89,3.27,,,,,
991,9/13/15 1:10,37.70,3.17,,,,,
992,9/13/15 2:10,37.61,3.12,,,,,
993,9/13/15 3:10,37.61,3.12,,,,,
994,9/13/15 4:10,37.51,3.06,,,,,
995,9/13/15 5:10,37.37,2.98,,,,,
996,9/13/15 6:10,37.23,2.90,,,,,
997,9/13/15 7:10,37.04,2.80,,,,,
998,9/13/15 8:10,37.66,3.14,,,,,
999,9/13/15 9:10,40.25,4.58,,,,,
1000,9/13/15 10:10,43.67,6.48,,,,,
1001,9/13/15 11:10,46.30,7.95,,,,,
1002,9/13/15 12:10,45.44,7.47,,,,,
1003,9/13/15 13:10,44.26,6.81,,,,,
1004,9/13/15 14:10,45.31,7.39,,,,,
1005,9/13/15 15:10,45.62,7.57,,,,,
1006,9/13/15 16:10,44.08,6.71,,,,,
1007,9/13/15 17:10,42.02,5.57,,,,,
1008,9/13/15 18:10,40.53,4.74,,,,,
1009,9/13/15 19:10,39.69,4.27,,,,,
1010,9/13/15 20:10,39.03,3.91,,,,,
1011,9/13/15 21:10,38.27,3.49,,,,,
1012,9/13/15 22:10,37.66,3.14,,,,,
1013,9/13/15 23:10,37.32,2.96,,,,,
1014,9/14/15 0:10,37.08,2.82,,,,,
1015,9/14/15 1:10,36.70,2.61,,,,,
1016,9/14/15 2:10,36.36,2.42,,,,,
1017,9/14/15 3:10,36.07,2.26,,,,,
1018,9/14/15 4:10,35.83,2.13,,,,,
1019,9/14/15 5:10,35.69,2.05,,,,,
1020,9/14/15 6:10,35.59,1.99,,,,,
1021,9/14/15 7:10,36.03,2.24,,,,,
1022,9/14/15 8:10,36.75,2.64,,,,,
1023,9/14/15 9:10,38.42,3.56,,,,,
1024,9/14/15 10:10,40.06,4.48,,,,,
1025,9/14/15 11:10,43.58,6.43,,,,,
1026,9/14/15 12:10,47.47,8.59,,,,,
1027,9/14/15 13:10,48.54,9.19,,,,,
1028,9/14/15 14:10,45.90,7.72,,,,,
1029,9/14/15 15:10,43.58,6.43,,,,,
1030,9/14/15 16:10,41.88,5.49,,,,,
1031,9/14/15 17:10,41.00,5.00,,,,,
1032,9/14/15 18:10,40.39,4.66,,,,,
1033,9/14/15 19:10,40.02,4.45,,,,,
1034,9/14/15 20:10,39.60,4.22,,,,,
1035,9/14/15 21:10,39.22,4.01,,,,,
1036,9/14/15 22:10,38.61,3.67,,,,,
1037,9/14/15 23:10,38.84,3.80,,,,,
1038,9/15/15 0:10,39.08,3.93,,,,,
1039,9/15/15 1:10,39.27,4.04,,,,,
1040,9/15/15 2:10,39.55,4.19,,,,,
1041,9/15/15 3:10,39.17,3.99,,,,,
1042,9/15/15 4:10,38.84,3.80,,,,,
1043,9/15/15 5:10,38.08,3.38,,,,,
1044,9/15/15 6:10,37.23,2.90,,,,,
1045,9/15/15 7:10,37.32,2.96,,,,,
1046,9/15/15 8:10,36.84,2.69,,,,,
1047,9/15/15 9:10,36.94,2.74,,,,,
1048,9/15/15 10:10,37.51,3.06,,,,,
1049,9/15/15 11:10,37.18,2.88,,,,,
1050,9/15/15 12:10,36.89,2.72,,,,,
1051,9/15/15 13:10,35.98,2.21,,,,,
1052,9/15/15 14:10,35.88,2.16,,,,,
1053,9/15/15 15:10,36.89,2.72,,,,,
1054,9/15/15 16:10,37.42,3.01,,,,,
1055,9/15/15 17:10,37.08,2.82,,,,,
1056,9/15/15 18:10,36.75,2.64,,,,,
1057,9/15/15 19:10,36.31,2.40,,,,,
1058,9/15/15 20:10,35.64,2.02,,,,,
1059,9/15/15 21:10,35.40,1.89,,,,,
1060,9/15/15 22:10,35.44,1.91,,,,,
1061,9/15/15 23:10,35.73,2.07,,,,,
1062,9/16/15 0:10,35.78,2.10,,,,,
1063,9/16/15 1:10,35.98,2.21,,,,,
1064,9/16/15 2:10,36.17,2.32,,,,,
1065,9/16/15 3:10,36.27,2.37,,,,,
1066,9/16/15 4:10,35.93,2.18,,,,,
1067,9/16/15 5:10,36.12,2.29,,,,,
1068,9/16/15 6:10,36.07,2.26,,,,,
1069,9/16/15 7:10,35.69,2.05,,,,,
1070,9/16/15 8:10,35.10,1.72,,,,,
1071,9/16/15 9:10,33.78,0.99,,,,,
1072,9/16/15 10:10,32.64,0.36,,,,,
1073,9/16/15 11:10,32.89,0.50,,,,,
1074,9/16/15 12:10,33.14,0.63,,,,,
1075,9/16/15 13:10,34.22,1.24,,,,,
1076,9/16/15 14:10,34.52,1.40,,,,,
1077,9/16/15 15:10,34.91,1.62,,,,,
1078,9/16/15 16:10,35.10,1.72,,,,,
1079,9/16/15 17:10,34.81,1.56,,,,,
1080,9/16/15 18:10,34.32,1.29,,,,,
1081,9/16/15 19:10,33.73,0.96,,,,,
1082,9/16/15 20:10,33.19,0.66,,,,,
1083,9/16/15 21:10,32.64,0.36,,,,,
1084,9/16/15 22:10,32.34,0.19,,,,,
1085,9/16/15 23:10,31.99,0.00,,,,,
1086,9/17/15 0:10,31.99,0.00,,,,,
1087,9/17/15 1:10,31.99,0.00,,,,,
1088,9/17/15 2:10,32.04,0.02,,,,,
1089,9/17/15 3:10,31.99,0.00,,,,,
1090,9/17/15 4:10,31.99,0.00,,,,,
1091,9/17/15 5:10,31.99,0.00,,,,,
1092,9/17/15 6:10,32.19,0.11,,,,,
1093,9/17/15 7:10,31.99,0.00,,,,,
1094,9/17/15 8:10,32.29,0.16,,,,,
1095,9/17/15 9:10,32.84,0.47,,,,,
1096,9/17/15 10:10,33.09,0.61,,,,,
1097,9/17/15 11:10,33.14,0.63,,,,,
1098,9/17/15 12:10,33.14,0.63,,,,,
1099,9/17/15 13:10,34.52,1.40,,,,,
1100,9/17/15 14:10,36.03,2.24,,,,,
