Stream,Name,Type,Site ,Year,Date,Area,Fraction,Sampler,NoSurbers,Rep,Taxa,Biomass,Abundance ,Density,Stage
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2018,31-Aug-18,GTNP,lg,surber,1,2,Turbellaria,1.27,1,11,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2018,31-Aug-18,GTNP,sm,surber,1,2,Turbellaria,2.02,3,32,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2018,31-Aug-18,GTNP,whole,surber,1,3,Turbellaria,3.79,7,75,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2018,31-Aug-18,GTNP,lg,surber,1,1,Zapada,4.23,3,32,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2018,31-Aug-18,GTNP,sm,surber,1,1,Zapada,3.97,6,65,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2018,31-Aug-18,GTNP,lg,surber,1,2,Zapada,3.97,6,65,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2018,31-Aug-18,GTNP,sm,surber,1,2,Zapada,4.23,3,32,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2018,31-Aug-18,ABW,whole,surber,1,3,Zapada,11.39,5,54,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Oligochaeta,30.95,30,54,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Acari,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Staphylinidae,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Collembola,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Ostracoda,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Probezzia,0.15,1,2,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Non-Tanypodinae,28.73,649,1164,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Chironomidae,0.37,2,4,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Dixella,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Clinocera,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Oreogeton,0.09,12,22,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Helodon,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Prosimulium,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Simuliidae,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Dicranota,1.99,1,2,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Ormosia,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Paradelphomyia,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Tipula,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Baetis,21.73,8,14,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Drunella ,0.83,2,4,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Cinygmula,122.93,24,43,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Epeorus,1.66,6,11,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Rhithrogena,82.12,5,9,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Macroveliidae,0.59,1,2,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Pentacora,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Nematoda,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Alloperla,4.04,4,7,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Suwallia,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Sweltsa,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Lednia,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Zapada,0.28,28,50,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Megarcys,139.73,3,5,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Megarcys2,23.02,38,68,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Allomyia,0.41,2,4,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Homophylax,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Psychoglypha,8.3,1,2,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Rhyacophila ,11.24,2,4,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Trichoptera,4.7,1,2,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,lg,surber,6,,Turbellaria,3.67,6,11,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Oligochaeta,63.05,10,144,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Acari,33.97,2,29,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Staphylinidae,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Collembola,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Ostracoda,6.41,2,29,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Probezzia,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Non-Tanypodinae,5.38,20,287,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Chironomidae,0.71,1,14,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Dixella,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Clinocera,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Oreogeton,0.06,1,14,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Helodon,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Prosimulium,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Simuliidae,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Dicranota,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Ormosia,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Paradelphomyia,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Tipula,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Baetis,4.52,3,43,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Drunella ,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Cinygmula,47.03,3,43,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Epeorus,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Rhithrogena,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Macroveliidae,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Pentacora,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Nematoda,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Alloperla,2.36,2,29,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Suwallia,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Sweltsa,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Lednia,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Zapada,0.87,11,158,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Megarcys,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Megarcys2,64.69,10,144,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Allomyia,0.18,1,14,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Homophylax,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Psychoglypha,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Rhyacophila ,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Trichoptera,0,0,0,larval
Alaska Basin South Rock Glacier,AKS,Icy Seep,NA,2016,2-Aug-16,GTNP,sm,surber,6,,Turbellaria,3.86,4,57,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,lg,surber,1,1,2Megarcys,393.76,3,11,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,lg,surber,1,1,1Megarcys,3.71,2,7,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,sm,surber,1,1,Acari,4.25,1,4,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,lg,surber,1,1,Allomyia,4.89,5,18,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,lg,surber,1,1,Cinygmula,77.16,5,18,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,lg,surber,1,1,Collembola,53.41,35,126,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,sm,surber,1,1,Collembola,90.03,59,212,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,lg,surber,1,1,Dicranota,59.56,13,47,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,lg,surber,1,1,Heterocloeon,0.37,1,4,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,lg,surber,1,1,Homophylax,1.78,1,4,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,lg,surber,1,1,Chironomidae pupa,0.13,2,7,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,lg,surber,1,1,Non-Tanypodinae,66.97,680,2440,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,sm,surber,1,1,Non-Tanypodinae,1.01,37,133,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,sm,surber,1,1,Ostracoda,3.2,4,14,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,lg,surber,1,1,Prosimulium,14.97,4,14,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,lg,surber,1,1,Sweltsa,4.62,2,7,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,lg,surber,1,1,Yoraperla,34.08,2,7,larval
Beartooth Cr,,,NA,2017,7-Jul-17,ABW,lg,surber,1,1,Zapada,1.07,2,7,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Oligochaeta,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Acari,16.98,8,14,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Staphylinidae,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Collembola,9.78,2,4,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Ostracoda,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Probezzia,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Non-Tanypodinae,109.06,1482,2659,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Chironomidae,0.13,6,11,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Dixella,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Clinocera,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Oreogeton,0.2,28,50,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Helodon,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Prosimulium,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Simuliidae,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Dicranota,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Ormosia,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Paradelphomyia,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Tipula,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Baetis,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Drunella ,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Cinygmula,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Epeorus,0.5,2,4,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Rhithrogena,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Macroveliidae,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Pentacora,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Nematoda,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Alloperla,11.21,10,18,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Suwallia,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Sweltsa,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Lednia,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Zapada,4.22,427,766,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Megarcys,2022.94,46,83,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Megarcys2,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Allomyia,3.26,50,90,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Homophylax,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Psychoglypha,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Rhyacophila ,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Trichoptera,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,lg,surber,6,,Turbellaria,37.29,108,194,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Oligochaeta,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Acari,84.92,5,72,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Staphylinidae,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Collembola,286.03,9,129,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Ostracoda,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Probezzia,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Non-Tanypodinae,58.61,183,2626,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Chironomidae,0.38,1,14,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Dixella,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Clinocera,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Oreogeton,0.34,6,86,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Helodon,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Prosimulium,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Simuliidae,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Dicranota,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Ormosia,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Paradelphomyia,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Tipula,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Baetis,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Drunella ,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Cinygmula,15.73,1,14,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Epeorus,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Rhithrogena,7.17,1,14,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Macroveliidae,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Pentacora,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Nematoda,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Alloperla,8.02,4,57,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Suwallia,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Sweltsa,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Lednia,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Zapada,9.48,120,1722,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Megarcys,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Megarcys2,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Allomyia,1.1,8,115,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Homophylax,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Psychoglypha,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Rhyacophila ,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Trichoptera,0,0,0,larval
Death Rock Glacier 4,DRG,Icy Seep,NA,2016,1-Aug-16,GTNP,sm,surber,6,,Turbellaria,0,0,0,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,lg,surber,1,2,1Megarcys,5.71,2,22,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,lg,surber,1,3,1Megarcys,4.07,1,11,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,sm,surber,1,2,Acari,12.74,1,11,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,sm,surber,1,3,Baetis,5.83,1,11,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,sm,surber,1,3,Collembola,4.58,1,11,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,lg,surber,1,1,Lednia,10.54,2,22,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,sm,surber,1,1,Lednia,4.1,1,11,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,lg,surber,1,2,Lednia,12.3,3,32,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,sm,surber,1,2,Lednia,16.36,2,22,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,lg,surber,1,3,Lednia,14.58,3,32,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,sm,surber,1,1,Chironomidae pupa,0.08,2,22,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,lg,surber,1,1,Non-Tanypodinae,100.64,123,1324,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,sm,surber,1,1,Non-Tanypodinae,49.42,465,5005,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,lg,surber,1,2,Non-Tanypodinae,73.6,198,2131,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,sm,surber,1,2,Non-Tanypodinae,64.31,418,4499,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,lg,surber,1,3,Non-Tanypodinae,30.35,96,1033,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,sm,surber,1,3,Non-Tanypodinae,48.09,655,7051,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,lg,surber,1,2,Oligochaeta,2.58,1,11,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,lg,surber,1,3,Oligochaeta,14.62,8,86,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,sm,surber,1,3,Oligochaeta,31.81,13,140,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,sm,surber,1,1,Prosimulium,0.3,1,11,larval
Delta Inlet Stream,Delta,Glacier,NA,2017,5-Aug-17,GTNP,sm,surber,1,2,Prosimulium,1.07,2,22,larval
